Site,Patrol,Experiment,SpeciesAnal,Species,Twig,TwigCodeUnique,TwigArea_sum,TwigHerbivory_sum,HerbProp
LAK,A,1MO,Acer_pseudoplatanus,SP2,Red,LAK_Acer_pseudoplatanus_3CN1_A_Red,781.01101,0.0889,1.138268204439269e-4
LAK,A,1MO,Acer_pseudoplatanus,SP2,Red,LAK_Acer_pseudoplatanus_4CN1_A_Red,692.39519,1.1505699999999999,0.0016617244264796236
LAK,A,1MO,Acer_pseudoplatanus,SP2,Red,LAK_Acer_pseudoplatanus_5CN1_A_Red,1229.49274,0,0
LAK,A,1MO,Acer_pseudoplatanus,SP2,White,LAK_Acer_pseudoplatanus_1CN1_A_White,645.05676,0.09707,1.5048288153743245e-4
LAK,A,1MO,Acer_pseudoplatanus,SP2,White,LAK_Acer_pseudoplatanus_2CN1_A_White,619.03935,0,0
LAK,A,1MO,Acer_pseudoplatanus,SP2,White,LAK_Acer_pseudoplatanus_3CN1_A_White,666.73942,0,0
LAK,A,1MO,Acer_pseudoplatanus,SP2,White,LAK_Acer_pseudoplatanus_4CN1_A_White,662.74313,0,0
LAK,A,1MO,Acer_pseudoplatanus,SP2,White,LAK_Acer_pseudoplatanus_5CN1_A_White,909.28407,0.34892,3.837304661017541e-4
LAK,A,1MO,Carpinus_betulus,SP6,Blue,LAK_Carpinus_betulus_1CN1_A_Blue,183.46853,0.4121,0.0022461617804426736
LAK,A,1MO,Carpinus_betulus,SP6,Blue,LAK_Carpinus_betulus_2CN1_A_Blue,199.5515,0,0
LAK,A,1MO,Carpinus_betulus,SP6,Blue,LAK_Carpinus_betulus_3CN1_A_Blue,103.36895,0.17473,0.0016903528574102765
LAK,A,1MO,Carpinus_betulus,SP6,Blue,LAK_Carpinus_betulus_4CN1_A_Blue,119.03488,0,0
LAK,A,1MO,Carpinus_betulus,SP6,Blue,LAK_Carpinus_betulus_5CN1_A_Blue,198.1136,0.25648,0.0012946107687710484
LAK,A,1MO,Carpinus_betulus,SP6,Red,LAK_Carpinus_betulus_1CN1_A_Red,124.7874,0.13507,0.0010824009475315615
LAK,A,1MO,Carpinus_betulus,SP6,Red,LAK_Carpinus_betulus_2CN1_A_Red,107.36123,0.11798,0.001098906933163862
LAK,A,1MO,Carpinus_betulus,SP6,Red,LAK_Carpinus_betulus_3CN1_A_Red,230.17167,0,0
LAK,A,1MO,Carpinus_betulus,SP6,Red,LAK_Carpinus_betulus_4CN1_A_Red,181.47277,0.08577,4.7263289142497795e-4
LAK,A,1MO,Carpinus_betulus,SP6,Red,LAK_Carpinus_betulus_5CN1_A_Red,120.71921,0.04934,4.087170550569375e-4
LAK,A,1MO,Carpinus_betulus,SP6,White,LAK_Carpinus_betulus_1CN1_A_White,123.09921,0.07391,6.00410027001798e-4
LAK,A,1MO,Carpinus_betulus,SP6,White,LAK_Carpinus_betulus_2CN1_A_White,152.91144,0.43244,0.0028280421661060805
LAK,A,1MO,Carpinus_betulus,SP6,White,LAK_Carpinus_betulus_3CN1_A_White,169.81745,0.25329999999999997,0.0014916017170202472
LAK,A,1MO,Carpinus_betulus,SP6,White,LAK_Carpinus_betulus_4CN1_A_White,156.81028,0.33069,0.0021088540878825036
LAK,A,1MO,Carpinus_betulus,SP6,White,LAK_Carpinus_betulus_5CN1_A_White,143.40816,0,0
LAK,A,1MO,Fraxinus_excelsior,SP3,Blue,LAK_Fraxinus_excelsior_1CN1_A_Blue,182.32063,0.2001,0.0010975170500452966
LAK,A,1MO,Fraxinus_excelsior,SP3,Blue,LAK_Fraxinus_excelsior_2CN1_A_Blue,425.94247,0.36952,8.67534998329704e-4
LAK,A,1MO,Fraxinus_excelsior,SP3,Blue,LAK_Fraxinus_excelsior_3CN1_A_Blue,191.97046,0,0
LAK,A,1MO,Fraxinus_excelsior,SP3,Blue,LAK_Fraxinus_excelsior_4CN1_A_Blue,189.92607,0,0
LAK,A,1MO,Fraxinus_excelsior,SP3,Blue,LAK_Fraxinus_excelsior_5CN1_A_Blue,188.36207,0,0
LAK,A,1MO,Fraxinus_excelsior,SP3,Red,LAK_Fraxinus_excelsior_1CN1_A_Red,200.11062,0.08264,4.1297158541610637e-4
LAK,A,1MO,Fraxinus_excelsior,SP3,Red,LAK_Fraxinus_excelsior_2CN1_A_Red,425.37799,0.86546,0.0020345669506783835
LAK,A,1MO,Fraxinus_excelsior,SP3,Red,LAK_Fraxinus_excelsior_4CN1_A_Red,182.51991,0,0
LAK,A,1MO,Fraxinus_excelsior,SP3,Red,LAK_Fraxinus_excelsior_5CN1_A_Red,195.34549,0,0
LAK,A,1MO,Fraxinus_excelsior,SP3,White,LAK_Fraxinus_excelsior_1CN1_A_White,172.0726,0.50405,0.0029292868242823088
LAK,A,1MO,Fraxinus_excelsior,SP3,White,LAK_Fraxinus_excelsior_2CN1_A_White,442.29429,0.41597,9.404824104783265e-4
LAK,A,1MO,Fraxinus_excelsior,SP3,White,LAK_Fraxinus_excelsior_3CN1_A_White,402.85397,0.08541,2.1201230808275267e-4
LAK,A,1MO,Fraxinus_excelsior,SP3,White,LAK_Fraxinus_excelsior_4CN1_A_White,189.30027,0.07115,3.7585788969027886e-4
LAK,A,1MO,Fraxinus_excelsior,SP3,White,LAK_Fraxinus_excelsior_5CN1_A_White,162.8339,0.096560000000000007,5.929969128050117e-4
LAK,A,1MO,Quercus_robur,SP5,Blue,LAK_Quercus_robur_1CN1_A_Blue,143.62195,0,0
LAK,A,1MO,Quercus_robur,SP5,Blue,LAK_Quercus_robur_2CN1_A_Blue,149.04736,0,0
LAK,A,1MO,Quercus_robur,SP5,Blue,LAK_Quercus_robur_3CN1_A_Blue,153.439,0,0
LAK,A,1MO,Quercus_robur,SP5,Blue,LAK_Quercus_robur_4CN1_A_Blue,138.04611,0,0
LAK,A,1MO,Quercus_robur,SP5,Blue,LAK_Quercus_robur_5CN1_A_Blue,114.21377,0,0
LAK,A,1MO,Quercus_robur,SP5,Red,LAK_Quercus_robur_1CN1_A_Red,143.45983,0.11138,7.76384580965975e-4
LAK,A,1MO,Quercus_robur,SP5,Red,LAK_Quercus_robur_2CN1_A_Red,138.96631,0.11968,8.612159306813285e-4
LAK,A,1MO,Quercus_robur,SP5,Red,LAK_Quercus_robur_3CN1_A_Red,157.73132999999999,0,0
LAK,A,1MO,Quercus_robur,SP5,Red,LAK_Quercus_robur_4CN1_A_Red,134.15416,0.12169,9.070907678151763e-4
LAK,A,1MO,Quercus_robur,SP5,Red,LAK_Quercus_robur_5CN1_A_Red,91.70399,0.02558,2.789409708345296e-4
LAK,A,1MO,Quercus_robur,SP5,White,LAK_Quercus_robur_1CN1_A_White,135.40898,0.23354,0.0017247009762572612
LAK,A,1MO,Quercus_robur,SP5,White,LAK_Quercus_robur_2CN1_A_White,116.63612,0,0
LAK,A,1MO,Quercus_robur,SP5,White,LAK_Quercus_robur_3CN1_A_White,133.06826,0.22968,0.001726031436797926
LAK,A,1MO,Quercus_robur,SP5,White,LAK_Quercus_robur_4CN1_A_White,151.23819,0.08951,5.91847865939152e-4
LAK,A,1MO,Quercus_robur,SP5,White,LAK_Quercus_robur_5CN1_A_White,116.42226,0.03161,2.7151165077881153e-4
LAK,A,1MO,Tilia_cordata,SP1,Blue,LAK_Tilia_cordata_1CN1_A_Blue,274.39601,0,0
LAK,A,1MO,Tilia_cordata,SP1,Blue,LAK_Tilia_cordata_2CN1_A_Blue,257.83112,0.35261,0.001367600621678252
LAK,A,1MO,Tilia_cordata,SP1,Blue,LAK_Tilia_cordata_3CN1_A_Blue,323.20601,0.21456,6.638490416685012e-4
LAK,A,1MO,Tilia_cordata,SP1,Blue,LAK_Tilia_cordata_4CN1_A_Blue,258.29277,0,0
LAK,A,1MO,Tilia_cordata,SP1,Blue,LAK_Tilia_cordata_5CN1_A_Blue,240.76929,0.49241,0.0020451528515119184
LAK,A,1MO,Tilia_cordata,SP1,Red,LAK_Tilia_cordata_1CN1_A_Red,249.91495,0,0
LAK,A,1MO,Tilia_cordata,SP1,Red,LAK_Tilia_cordata_2CN1_A_Red,212.28971,0.14959,7.046502630768113e-4
LAK,A,1MO,Tilia_cordata,SP1,Red,LAK_Tilia_cordata_3CN1_A_Red,290.10686,0.27065,9.329320926778499e-4
LAK,A,1MO,Tilia_cordata,SP1,Red,LAK_Tilia_cordata_4CN1_A_Red,240.65453,0.3222,0.0013388486807208656
LAK,A,1MO,Tilia_cordata,SP1,Red,LAK_Tilia_cordata_5CN1_A_Red,303.60408,0,0
LAK,A,1MO,Tilia_cordata,SP1,White,LAK_Tilia_cordata_1CN1_A_White,264.4681,0,0
LAK,A,1MO,Tilia_cordata,SP1,White,LAK_Tilia_cordata_2CN1_A_White,280.86275,1.0938700000000001,0.0038946780945497404
LAK,A,1MO,Tilia_cordata,SP1,White,LAK_Tilia_cordata_3CN1_A_White,251.73645000000002,0.47293999999999997,0.0018787108501768415
LAK,A,1MO,Tilia_cordata,SP1,White,LAK_Tilia_cordata_4CN1_A_White,231.70605999999998,0,0
LAK,A,1MO,Tilia_cordata,SP1,White,LAK_Tilia_cordata_5CN1_A_White,273.64229,0,0
LAK,A,1MO,Ulmus_glabra,SP7,Blue,LAK_Ulmus_glabra_1CN1_A_Blue,130.98311,0.19138,0.00146110441262236
LAK,A,1MO,Ulmus_glabra,SP7,Blue,LAK_Ulmus_glabra_2CN1_A_Blue,154.84482,0.37476,0.002420229491693684
LAK,A,1MO,Ulmus_glabra,SP7,Blue,LAK_Ulmus_glabra_3CN1_A_Blue,152.30361,0,0
LAK,A,1MO,Ulmus_glabra,SP7,Blue,LAK_Ulmus_glabra_4CN1_A_Blue,176.37951,0,0
LAK,A,1MO,Ulmus_glabra,SP7,Blue,LAK_Ulmus_glabra_5CN1_A_Blue,167.7867,0,0
LAK,A,1MO,Ulmus_glabra,SP7,Red,LAK_Ulmus_glabra_1CN1_A_Red,155.10541,0.22562,0.0014546236652867232
LAK,A,1MO,Ulmus_glabra,SP7,Red,LAK_Ulmus_glabra_2CN1_A_Red,157.86432,0,0
LAK,A,1MO,Ulmus_glabra,SP7,Red,LAK_Ulmus_glabra_3CN1_A_Red,140.08326,0,0
LAK,A,1MO,Ulmus_glabra,SP7,Red,LAK_Ulmus_glabra_4CN1_A_Red,136.43204,0.30583,0.0022416288725141103
LAK,A,1MO,Ulmus_glabra,SP7,Red,LAK_Ulmus_glabra_5CN1_A_Red,141.63145,0.3233,0.0022826850957185004
LAK,A,1MO,Ulmus_glabra,SP7,White,LAK_Ulmus_glabra_1CN1_A_White,138.51223,0,0
LAK,A,1MO,Ulmus_glabra,SP7,White,LAK_Ulmus_glabra_2CN1_A_White,132.88157,0.239,0.0017985940412955685
LAK,A,1MO,Ulmus_glabra,SP7,White,LAK_Ulmus_glabra_3CN1_A_White,131.60218,0.07507,5.70431280089737e-4
LAK,A,1MO,Ulmus_glabra,SP7,White,LAK_Ulmus_glabra_4CN1_A_White,149.56325999999999,0.20419,0.0013652417044132364
LAK,A,1MO,Ulmus_glabra,SP7,White,LAK_Ulmus_glabra_5CN1_A_White,134.24665,0,0
LAK,B,1MO,Acer_platanoides,SP4,Blue,LAK_Acer_platanoides_1CN1_B_Blue,1492.60314,43.88578,0.029402175852316643
LAK,B,1MO,Acer_platanoides,SP4,Blue,LAK_Acer_platanoides_2CN1_B_Blue,1718.18122,60.66014,0.03530485567756351
LAK,B,1MO,Acer_platanoides,SP4,Blue,LAK_Acer_platanoides_3CN1_B_Blue,1490.32937,42.730290000000004,0.02867170899275776
LAK,B,1MO,Acer_platanoides,SP4,Blue,LAK_Acer_platanoides_4CN1_B_Blue,1490.50085,42.24344,0.028341775182483125
LAK,B,1MO,Acer_platanoides,SP4,Blue,LAK_Acer_platanoides_5CN1_B_Blue,1492.41045,42.4408,0.02843775316636251
LAK,B,1MO,Acer_platanoides,SP4,Red,LAK_Acer_platanoides_1CN1_B_Red,1506.87082,61.11291,0.04055617056809156
LAK,B,1MO,Acer_platanoides,SP4,Red,LAK_Acer_platanoides_2CN1_B_Red,830.60073,33.47368,0.040300566555004115
LAK,B,1MO,Acer_platanoides,SP4,Red,LAK_Acer_platanoides_3CN1_B_Red,1504.81882,55.65129,0.03698205342753489
LAK,B,1MO,Acer_platanoides,SP4,Red,LAK_Acer_platanoides_4CN1_B_Red,1507.02927,59.930949999999996,0.039767608495089146
LAK,B,1MO,Acer_platanoides,SP4,Red,LAK_Acer_platanoides_5CN1_B_Red,1502.5998,54.331579999999995,0.03615838362283823
LAK,B,1MO,Acer_platanoides,SP4,White,LAK_Acer_platanoides_1CN1_B_White,763.91871,38.02066,0.04977055739346926
LAK,B,1MO,Acer_platanoides,SP4,White,LAK_Acer_platanoides_2CN1_B_White,797.31092,40.96208,0.051375290332158
LAK,B,1MO,Acer_platanoides,SP4,White,LAK_Acer_platanoides_3CN1_B_White,762.63916,36.10973,0.04734838163830979
LAK,B,1MO,Acer_platanoides,SP4,White,LAK_Acer_platanoides_4CN1_B_White,762.65417,35.77047,0.04690260855716557
LAK,B,1MO,Acer_platanoides,SP4,White,LAK_Acer_platanoides_5CN1_B_White,760.91537,34.16891,0.044905006978634164
LAK,B,1MO,Acer_pseudoplatanus,SP2,Blue,LAK_Acer_pseudoplatanus_1CN1_B_Blue,999.668,1.334,0.0013344430350876492
LAK,B,1MO,Acer_pseudoplatanus,SP2,Blue,LAK_Acer_pseudoplatanus_2CN1_B_Blue,976.47162,10.05284,0.010295066230393874
LAK,B,1MO,Acer_pseudoplatanus,SP2,Blue,LAK_Acer_pseudoplatanus_3CN1_B_Blue,976.8786,10.4141,0.010660587712741377
LAK,B,1MO,Acer_pseudoplatanus,SP2,Blue,LAK_Acer_pseudoplatanus_4CN1_B_Blue,975.5457700000001,8.02839,0.008229639497078644
LAK,B,1MO,Acer_pseudoplatanus,SP2,Blue,LAK_Acer_pseudoplatanus_5CN1_B_Blue,1594.209,77.36333,0.04852772127117586
LAK,B,1MO,Acer_pseudoplatanus,SP2,Red,LAK_Acer_pseudoplatanus_1CN1_B_Red,1041.48975,17.1685,0.01648455973762584
LAK,B,1MO,Acer_pseudoplatanus,SP2,Red,LAK_Acer_pseudoplatanus_2CN1_B_Red,1006.20704,6.18456,0.006146408993520857
LAK,B,1MO,Acer_pseudoplatanus,SP2,Red,LAK_Acer_pseudoplatanus_3CN1_B_Red,1007.4360300000001,7.59367,0.007537620031318515
LAK,B,1MO,Acer_pseudoplatanus,SP2,Red,LAK_Acer_pseudoplatanus_4CN1_B_Red,1008.82749,8.046,0.007975595510388005
LAK,B,1MO,Acer_pseudoplatanus,SP2,Red,LAK_Acer_pseudoplatanus_5CN1_B_Red,1896.888,26.996,0.014231731130145796
LAK,B,1MO,Acer_pseudoplatanus,SP2,White,LAK_Acer_pseudoplatanus_1CN1_B_White,931.539,7.065,0.007584223526873272
LAK,B,1MO,Acer_pseudoplatanus,SP2,White,LAK_Acer_pseudoplatanus_2CN1_B_White,983.91421,10.42836,0.010598850889652258
LAK,B,1MO,Acer_pseudoplatanus,SP2,White,LAK_Acer_pseudoplatanus_3CN1_B_White,984.60099,12.516300000000001,0.01271205303175655
LAK,B,1MO,Acer_pseudoplatanus,SP2,White,LAK_Acer_pseudoplatanus_4CN1_B_White,983.56286,12.34602,0.01255234464627914
LAK,B,1MO,Acer_pseudoplatanus,SP2,White,LAK_Acer_pseudoplatanus_5CN1_B_White,1225.968,38.337,0.03127079989037234
LAK,B,1MO,Carpinus_betulus,SP6,Blue,LAK_Carpinus_betulus_1CN1_B_Blue,287.90227,7.60404,0.026411879281118558
LAK,B,1MO,Carpinus_betulus,SP6,Blue,LAK_Carpinus_betulus_2CN1_B_Blue,289.8388,9.68891,0.033428616182512486
LAK,B,1MO,Carpinus_betulus,SP6,Blue,LAK_Carpinus_betulus_3CN1_B_Blue,153.06425,2.3752899999999997,0.01551825458916762
LAK,B,1MO,Carpinus_betulus,SP6,Blue,LAK_Carpinus_betulus_4CN1_B_Blue,141.09995,4.19498,0.02973055624753942
LAK,B,1MO,Carpinus_betulus,SP6,Blue,LAK_Carpinus_betulus_5CN1_B_Blue,275.3341,14.39984,0.052299515388758606
LAK,B,1MO,Carpinus_betulus,SP6,Red,LAK_Carpinus_betulus_1CN1_B_Red,192.86500999999998,6.66826,0.03457475256916742
LAK,B,1MO,Carpinus_betulus,SP6,Red,LAK_Carpinus_betulus_2CN1_B_Red,183.53970999999999,2.59756,0.01415257766289377
LAK,B,1MO,Carpinus_betulus,SP6,Red,LAK_Carpinus_betulus_3CN1_B_Red,316.89263,9.85304,0.031092676405885488
LAK,B,1MO,Carpinus_betulus,SP6,Red,LAK_Carpinus_betulus_4CN1_B_Red,267.94027,5.67187,0.021168411900159688
LAK,B,1MO,Carpinus_betulus,SP6,Red,LAK_Carpinus_betulus_5CN1_B_Red,167.39477,4.91868,0.029383713720566064
LAK,B,1MO,Carpinus_betulus,SP6,White,LAK_Carpinus_betulus_1CN1_B_White,202.13032,4.28826,0.02121532286695039
LAK,B,1MO,Carpinus_betulus,SP6,White,LAK_Carpinus_betulus_2CN1_B_White,207.04567,6.70096,0.03236464689167371
LAK,B,1MO,Carpinus_betulus,SP6,White,LAK_Carpinus_betulus_3CN1_B_White,236.08741,7.5196,0.031850914879366074
LAK,B,1MO,Carpinus_betulus,SP6,White,LAK_Carpinus_betulus_4CN1_B_White,217.63436,5.00591,0.023001469069498036
LAK,B,1MO,Carpinus_betulus,SP6,White,LAK_Carpinus_betulus_5CN1_B_White,209.29924,4.49126,0.021458558569061214
LAK,B,1MO,Fraxinus_excelsior,SP3,Blue,LAK_Fraxinus_excelsior_1CN1_B_Blue,274.85768,9.048,0.03291885458685382
LAK,B,1MO,Fraxinus_excelsior,SP3,Blue,LAK_Fraxinus_excelsior_2CN1_B_Blue,738.152,126.78001,0.17175325678180103
LAK,B,1MO,Fraxinus_excelsior,SP3,Blue,LAK_Fraxinus_excelsior_3CN1_B_Blue,262.6348,3.8089999999999997,0.014503028540010692
LAK,B,1MO,Fraxinus_excelsior,SP3,Blue,LAK_Fraxinus_excelsior_4CN1_B_Blue,272.74233,7.45098,0.027318751731716894
LAK,B,1MO,Fraxinus_excelsior,SP3,Blue,LAK_Fraxinus_excelsior_5CN1_B_Blue,272.77103,8.12734,0.029795466182754086
LAK,B,1MO,Fraxinus_excelsior,SP3,Red,LAK_Fraxinus_excelsior_1CN1_B_Red,297.66525,4.98133,0.016734670909687978
LAK,B,1MO,Fraxinus_excelsior,SP3,Red,LAK_Fraxinus_excelsior_2CN1_B_Red,449.837,21.854,0.04858204193963591
LAK,B,1MO,Fraxinus_excelsior,SP3,Red,LAK_Fraxinus_excelsior_4CN1_B_Red,299.11723,7.9618400000000005,0.026617791292062983
LAK,B,1MO,Fraxinus_excelsior,SP3,Red,LAK_Fraxinus_excelsior_5CN1_B_Red,300.7115,8.414810000000001,0.027983000317580144
LAK,B,1MO,Fraxinus_excelsior,SP3,White,LAK_Fraxinus_excelsior_1CN1_B_White,237.34859,12.13607,0.05113183946026391
LAK,B,1MO,Fraxinus_excelsior,SP3,White,LAK_Fraxinus_excelsior_2CN1_B_White,566.166,121.87933,0.21527136917441173
LAK,B,1MO,Fraxinus_excelsior,SP3,White,LAK_Fraxinus_excelsior_3CN1_B_White,556.3425,18.802,0.03379572835079111
LAK,B,1MO,Fraxinus_excelsior,SP3,White,LAK_Fraxinus_excelsior_4CN1_B_White,236.63332,13.8394,0.05848457858766466
LAK,B,1MO,Fraxinus_excelsior,SP3,White,LAK_Fraxinus_excelsior_5CN1_B_White,238.01822,13.03369,0.054759211290631445
LAK,B,1MO,Quercus_robur,SP5,Blue,LAK_Quercus_robur_1CN1_B_Blue,197.33476,6.68782,0.03389073470887745
LAK,B,1MO,Quercus_robur,SP5,Blue,LAK_Quercus_robur_2CN1_B_Blue,234.54975,5.050050000000001,0.021530826615675357
LAK,B,1MO,Quercus_robur,SP5,Blue,LAK_Quercus_robur_3CN1_B_Blue,196.47,8.57725,0.04365679238560594
LAK,B,1MO,Quercus_robur,SP5,Blue,LAK_Quercus_robur_4CN1_B_Blue,178.32677999999999,6.28867,0.03526486599488871
LAK,B,1MO,Quercus_robur,SP5,Blue,LAK_Quercus_robur_5CN1_B_Blue,168.98307,9.96395,0.05896419090977576
LAK,B,1MO,Quercus_robur,SP5,Red,LAK_Quercus_robur_1CN1_B_Red,222.90185,2.08144,0.009337921600919868
LAK,B,1MO,Quercus_robur,SP5,Red,LAK_Quercus_robur_2CN1_B_Red,214.94924999999998,1.87162,0.008707264621765371
LAK,B,1MO,Quercus_robur,SP5,Red,LAK_Quercus_robur_3CN1_B_Red,224.9006,4.63748,0.02062013173819901
LAK,B,1MO,Quercus_robur,SP5,Red,LAK_Quercus_robur_4CN1_B_Red,198.92215,12.658479999999999,0.06363534679270257
LAK,B,1MO,Quercus_robur,SP5,Red,LAK_Quercus_robur_5CN1_B_Red,133.78983,9.93621,0.07426730417401682
LAK,B,1MO,Quercus_robur,SP5,White,LAK_Quercus_robur_1CN1_B_White,186.06706,7.099279999999999,0.038154415940145445
LAK,B,1MO,Quercus_robur,SP5,White,LAK_Quercus_robur_2CN1_B_White,159.76963,11.58272,0.07249638119585054
LAK,B,1MO,Quercus_robur,SP5,White,LAK_Quercus_robur_3CN1_B_White,178.95150999999998,5.01881,0.028045642084830694
LAK,B,1MO,Quercus_robur,SP5,White,LAK_Quercus_robur_4CN1_B_White,218.97494,11.30401,0.05162239112840949
LAK,B,1MO,Quercus_robur,SP5,White,LAK_Quercus_robur_5CN1_B_White,170.95435,12.30641,0.0719865273975187
LAK,B,1MO,Tilia_cordata,SP1,Blue,LAK_Tilia_cordata_1CN1_B_Blue,374.82050000000004,14.70252,0.039225495937388694
LAK,B,1MO,Tilia_cordata,SP1,Blue,LAK_Tilia_cordata_2CN1_B_Blue,374.26591,12.19718,0.03258960988458713
LAK,B,1MO,Tilia_cordata,SP1,Blue,LAK_Tilia_cordata_3CN1_B_Blue,425.25922,8.42881,0.019820405069641993
LAK,B,1MO,Tilia_cordata,SP1,Blue,LAK_Tilia_cordata_4CN1_B_Blue,357.49432,2.1281499999999998,0.0059529617141889125
LAK,B,1MO,Tilia_cordata,SP1,Blue,LAK_Tilia_cordata_5CN1_B_Blue,375.81641,8.00821,0.02130883534329967
LAK,B,1MO,Tilia_cordata,SP1,Red,LAK_Tilia_cordata_1CN1_B_Red,360.36944,7.10711,0.019721733341206735
LAK,B,1MO,Tilia_cordata,SP1,Red,LAK_Tilia_cordata_2CN1_B_Red,358.86377,5.4872700000000005,0.015290677016517998
LAK,B,1MO,Tilia_cordata,SP1,Red,LAK_Tilia_cordata_3CN1_B_Red,375.53656,9.26962,0.024683668615380617
LAK,B,1MO,Tilia_cordata,SP1,Red,LAK_Tilia_cordata_4CN1_B_Red,384.68425,3.55982,0.009253875093664479
LAK,B,1MO,Tilia_cordata,SP1,Red,LAK_Tilia_cordata_5CN1_B_Red,371.44801,3.49738,0.009415530318765202
LAK,B,1MO,Tilia_cordata,SP1,White,LAK_Tilia_cordata_1CN1_B_White,381.85970000000003,3.36613,0.0088150962251319
LAK,B,1MO,Tilia_cordata,SP1,White,LAK_Tilia_cordata_2CN1_B_White,385.50039000000004,5.38092,0.013958273816532323
LAK,B,1MO,Tilia_cordata,SP1,White,LAK_Tilia_cordata_3CN1_B_White,369.34579,3.77522,0.01022137006083107
LAK,B,1MO,Tilia_cordata,SP1,White,LAK_Tilia_cordata_4CN1_B_White,345.46225000000004,3.9998299999999998,0.011578197038894986
LAK,B,1MO,Tilia_cordata,SP1,White,LAK_Tilia_cordata_5CN1_B_White,388.39737,6.3383,0.016319111532603837
LAK,B,1MO,Ulmus_glabra,SP7,Blue,LAK_Ulmus_glabra_1CN1_B_Blue,217.39263,9.383189999999999,0.043162410795618965
LAK,B,1MO,Ulmus_glabra,SP7,Blue,LAK_Ulmus_glabra_2CN1_B_Blue,215.05701,7.84775,0.036491486606272446
LAK,B,1MO,Ulmus_glabra,SP7,Blue,LAK_Ulmus_glabra_3CN1_B_Blue,201.29064,11.12302,0.05525850581030494
LAK,B,1MO,Ulmus_glabra,SP7,Blue,LAK_Ulmus_glabra_4CN1_B_Blue,242.11464999999998,4.69593,0.01939548061218105
LAK,B,1MO,Ulmus_glabra,SP7,Blue,LAK_Ulmus_glabra_5CN1_B_Blue,246.17904,15.008,0.06096376035912724
LAK,B,1MO,Ulmus_glabra,SP7,Red,LAK_Ulmus_glabra_1CN1_B_Red,225.11954,2.37415,0.010546174712332835
LAK,B,1MO,Ulmus_glabra,SP7,Red,LAK_Ulmus_glabra_2CN1_B_Red,225.61204,1.93649,0.008583274190508626
