Site,Patrol,Experiment,SpeciesAnal,Species,Twig,TwigCodeUnique,TwigArea_sum,TwigHerbivory_sum,HerbProp
LAK,A,4MO,Acer_pseudoplatanus,SP2,Red,Acer_pseudoplatanus_2CN2_A_Red,742.45423,0,0
LAK,A,4MO,Acer_pseudoplatanus,SP2,Red,Acer_pseudoplatanus_3CN2_A_Red,763.33887,0.73858,9.675650343863662e-4
LAK,A,4MO,Acer_pseudoplatanus,SP2,Red,Acer_pseudoplatanus_4CN2_A_Red,1405.92774,0,0
LAK,A,4MO,Acer_pseudoplatanus,SP2,Red,Acer_pseudoplatanus_5CN2_A_Red,1542.41823,3.29453,0.002135951155089758
LAK,A,4MO,Acer_pseudoplatanus,SP2,White,Acer_pseudoplatanus_1CN2_A_White,765.51965,0,0
LAK,A,4MO,Acer_pseudoplatanus,SP2,White,Acer_pseudoplatanus_2CN2_A_White,592.23845,0,0
LAK,A,4MO,Acer_pseudoplatanus,SP2,White,Acer_pseudoplatanus_3CN2_A_White,643.75267,0,0
LAK,A,4MO,Acer_pseudoplatanus,SP2,White,Acer_pseudoplatanus_4CN2_A_White,1060.67029,0.95296,8.984507334508258e-4
LAK,A,4MO,Acer_pseudoplatanus,SP2,White,Acer_pseudoplatanus_5CN2_A_White,1050.3182,1.7242,0.0016415977558039078
LAK,A,4MO,Carpinus_betulus,SP6,Blue,Carpinus_betulus_1CN2_A_Blue,187.20296,0.12457,6.654275124709567e-4
LAK,A,4MO,Carpinus_betulus,SP6,Blue,Carpinus_betulus_2CN2_A_Blue,73.39824,0,0
LAK,A,4MO,Carpinus_betulus,SP6,Blue,Carpinus_betulus_3CN2_A_Blue,467.43037,0,0
LAK,A,4MO,Carpinus_betulus,SP6,Blue,Carpinus_betulus_4CN2_A_Blue,216.72062,0,0
LAK,A,4MO,Carpinus_betulus,SP6,Blue,Carpinus_betulus_5CN2_A_Blue,222.77879,0.04419,1.9835820097595467e-4
LAK,A,4MO,Carpinus_betulus,SP6,Red,Carpinus_betulus_1CN2_A_Red,173.68199,0,0
LAK,A,4MO,Carpinus_betulus,SP6,Red,Carpinus_betulus_2CN2_A_Red,69.76437,0.08686,0.0012450481528035013
LAK,A,4MO,Carpinus_betulus,SP6,Red,Carpinus_betulus_3CN2_A_Red,490.59748,0.14662,2.9886007567751874e-4
LAK,A,4MO,Carpinus_betulus,SP6,Red,Carpinus_betulus_4CN2_A_Red,197.09151,0.69655,0.0035341451288287353
LAK,A,4MO,Carpinus_betulus,SP6,Red,Carpinus_betulus_5CN2_A_Red,227.48079,0.24647000000000002,0.0010834761036305528
LAK,A,4MO,Carpinus_betulus,SP6,White,Carpinus_betulus_1CN2_A_White,125.36519,0,0
LAK,A,4MO,Carpinus_betulus,SP6,White,Carpinus_betulus_2CN2_A_White,88.91702,0.07064,7.944485768866298e-4
LAK,A,4MO,Carpinus_betulus,SP6,White,Carpinus_betulus_3CN2_A_White,472.53213,0,0
LAK,A,4MO,Carpinus_betulus,SP6,White,Carpinus_betulus_4CN2_A_White,203.13092,0,0
LAK,A,4MO,Carpinus_betulus,SP6,White,Carpinus_betulus_5CN2_A_White,263.78683,0.05336,2.0228454923242376e-4
LAK,A,4MO,Fraxinus_excelsior,SP3,Blue,Fraxinus_excelsior_1CN2_A_Blue,51.55006,0.08868999999999999,0.001720463564930865
LAK,A,4MO,Fraxinus_excelsior,SP3,Blue,Fraxinus_excelsior_2CN2_A_Blue,44.4564,0.12602,0.0028346874690708197
LAK,A,4MO,Fraxinus_excelsior,SP3,Blue,Fraxinus_excelsior_3CN2_A_Blue,111.74767,0.03063,2.740996747404219e-4
LAK,A,4MO,Fraxinus_excelsior,SP3,Blue,Fraxinus_excelsior_4CN2_A_Blue,57.97804,0,0
LAK,A,4MO,Fraxinus_excelsior,SP3,Blue,Fraxinus_excelsior_5CN2_A_Blue,42.00045,0.04807,0.0011445115469000927
LAK,A,4MO,Fraxinus_excelsior,SP3,Red,Fraxinus_excelsior_1CN2_A_Red,52.32103,0.08584,0.0016406404843329729
LAK,A,4MO,Fraxinus_excelsior,SP3,Red,Fraxinus_excelsior_2CN2_A_Red,59.35812,0,0
LAK,A,4MO,Fraxinus_excelsior,SP3,Red,Fraxinus_excelsior_3CN2_A_Red,247.74667,0.18148,7.325224593331568e-4
LAK,A,4MO,Fraxinus_excelsior,SP3,Red,Fraxinus_excelsior_4CN2_A_Red,59.68851,0.00797,1.3352653634677761e-4
LAK,A,4MO,Fraxinus_excelsior,SP3,Red,Fraxinus_excelsior_5CN2_A_Red,65.51532,0,0
LAK,A,4MO,Fraxinus_excelsior,SP3,White,Fraxinus_excelsior_1CN2_A_White,52.889340000000004,0.00683,1.2913755399481257e-4
LAK,A,4MO,Fraxinus_excelsior,SP3,White,Fraxinus_excelsior_2CN2_A_White,58.40136,0,0
LAK,A,4MO,Fraxinus_excelsior,SP3,White,Fraxinus_excelsior_3CN2_A_White,126.47328,0.05438,4.2997224393958943e-4
LAK,A,4MO,Fraxinus_excelsior,SP3,White,Fraxinus_excelsior_4CN2_A_White,58.25789,0,0
LAK,A,4MO,Fraxinus_excelsior,SP3,White,Fraxinus_excelsior_5CN2_A_White,62.24588,0,0
LAK,A,4MO,Quercus_robur,SP5,Blue,Quercus_robur_1CN2_A_Blue,202.74003,0.12255,6.04468688299987e-4
LAK,A,4MO,Quercus_robur,SP5,Blue,Quercus_robur_2CN2_A_Blue,310.07227,0.22462,7.244117637478514e-4
LAK,A,4MO,Quercus_robur,SP5,Blue,Quercus_robur_3CN2_A_Blue,212.22034,0.15368,7.241530194513873e-4
LAK,A,4MO,Quercus_robur,SP5,Blue,Quercus_robur_4CN2_A_Blue,289.07106,0,0
LAK,A,4MO,Quercus_robur,SP5,Blue,Quercus_robur_5CN2_A_Blue,190.77432,0.06627,3.473737974796608e-4
LAK,A,4MO,Quercus_robur,SP5,Red,Quercus_robur_1CN2_A_Red,199.89228,0,0
LAK,A,4MO,Quercus_robur,SP5,Red,Quercus_robur_2CN2_A_Red,293.739,0.05834,1.986116926931732e-4
LAK,A,4MO,Quercus_robur,SP5,Red,Quercus_robur_3CN2_A_Red,199.99735,0,0
LAK,A,4MO,Quercus_robur,SP5,Red,Quercus_robur_4CN2_A_Red,292.49223,0.06342,2.168262726158572e-4
LAK,A,4MO,Quercus_robur,SP5,Red,Quercus_robur_5CN2_A_Red,182.71416,0,0
LAK,A,4MO,Quercus_robur,SP5,White,Quercus_robur_1CN2_A_White,334.07608,0,0
LAK,A,4MO,Quercus_robur,SP5,White,Quercus_robur_2CN2_A_White,282.06455,0.40021,0.0014188596191900046
LAK,A,4MO,Quercus_robur,SP5,White,Quercus_robur_3CN2_A_White,318.24568,0,0
LAK,A,4MO,Quercus_robur,SP5,White,Quercus_robur_4CN2_A_White,284.01305,0,0
LAK,A,4MO,Quercus_robur,SP5,White,Quercus_robur_5CN2_A_White,179.17084,0,0
LAK,A,4MO,Tilia_cordata,SP1,Blue,Tilia_cordata_1CN2_A_Blue,241.55885999999998,0.24919,0.0010315912237704717
LAK,A,4MO,Tilia_cordata,SP1,Blue,Tilia_cordata_2CN2_A_Blue,202.09828,0,0
LAK,A,4MO,Tilia_cordata,SP1,Blue,Tilia_cordata_3CN2_A_Blue,229.06153,0.33499,0.0014624454835344897
LAK,A,4MO,Tilia_cordata,SP1,Blue,Tilia_cordata_4CN2_A_Blue,195.73191,0.20148,0.0010293671583749425
LAK,A,4MO,Tilia_cordata,SP1,Blue,Tilia_cordata_5CN2_A_Blue,203.10394,0.41676,0.0020519542850818157
LAK,A,4MO,Tilia_cordata,SP1,Red,Tilia_cordata_1CN2_A_Red,594.93942,0,0
LAK,A,4MO,Tilia_cordata,SP1,Red,Tilia_cordata_2CN2_A_Red,365.03627,0.37461,0.0010262267911076344
LAK,A,4MO,Tilia_cordata,SP1,Red,Tilia_cordata_3CN2_A_Red,527.42123,0.45026,8.53700940328094e-4
LAK,A,4MO,Tilia_cordata,SP1,Red,Tilia_cordata_4CN2_A_Red,359.45602,0,0
LAK,A,4MO,Tilia_cordata,SP1,Red,Tilia_cordata_5CN2_A_Red,360.15756,0,0
LAK,A,4MO,Tilia_cordata,SP1,White,Tilia_cordata_1CN2_A_White,494.2364,0.56152,0.0011361364723440038
LAK,A,4MO,Tilia_cordata,SP1,White,Tilia_cordata_2CN2_A_White,244.51015,0.26257,0.0010738613509500526
LAK,A,4MO,Tilia_cordata,SP1,White,Tilia_cordata_3CN2_A_White,515.06622,1.56093,0.003030542364047869
LAK,A,4MO,Tilia_cordata,SP1,White,Tilia_cordata_4CN2_A_White,251.09834999999998,0.47204999999999997,0.0018799406686662815
LAK,A,4MO,Tilia_cordata,SP1,White,Tilia_cordata_5CN2_A_White,301.58919,0.40865,0.0013549888840511824
LAK,A,4MO,Ulmus_glabra,SP7,Blue,Ulmus_glabra_1CN2_A_Blue,142.92853,0.11254,7.87386535074558e-4
LAK,A,4MO,Ulmus_glabra,SP7,Blue,Ulmus_glabra_2CN2_A_Blue,235.16444,0.1567,6.663422411993922e-4
LAK,A,4MO,Ulmus_glabra,SP7,Blue,Ulmus_glabra_3CN2_A_Blue,158.69567,0.09742,6.138793830984802e-4
LAK,A,4MO,Ulmus_glabra,SP7,Blue,Ulmus_glabra_4CN2_A_Blue,230.10551999999998,0.01767,7.679085664698527e-5
LAK,A,4MO,Ulmus_glabra,SP7,Blue,Ulmus_glabra_5CN2_A_Blue,144.9097,0,0
LAK,A,4MO,Ulmus_glabra,SP7,Red,Ulmus_glabra_1CN2_A_Red,142.35741,0,0
LAK,A,4MO,Ulmus_glabra,SP7,Red,Ulmus_glabra_2CN2_A_Red,252.02033,0,0
LAK,A,4MO,Ulmus_glabra,SP7,Red,Ulmus_glabra_3CN2_A_Red,189.3124,0.45805999999999997,0.0024195985049051197
LAK,A,4MO,Ulmus_glabra,SP7,Red,Ulmus_glabra_4CN2_A_Red,185.47327,0,0
LAK,A,4MO,Ulmus_glabra,SP7,Red,Ulmus_glabra_5CN2_A_Red,119.0069,0,0
LAK,A,4MO,Ulmus_glabra,SP7,White,Ulmus_glabra_1CN2_A_White,200.18444,0,0
LAK,A,4MO,Ulmus_glabra,SP7,White,Ulmus_glabra_2CN2_A_White,220.00136,0,0
LAK,A,4MO,Ulmus_glabra,SP7,White,Ulmus_glabra_3CN2_A_White,190.20918,0.24080000000000001,0.0012659746495936738
LAK,A,4MO,Ulmus_glabra,SP7,White,Ulmus_glabra_4CN2_A_White,218.64286,0,0
LAK,A,4MO,Ulmus_glabra,SP7,White,Ulmus_glabra_5CN2_A_White,187.76154,0.21609,0.0011508746679431794
LAK,B,4MO,Acer_platanoides,SP4,Blue,Acer_platanoides_1CN2_B_Blue,997.51245,44.2727,0.044383105193323655
LAK,B,4MO,Acer_platanoides,SP4,Blue,Acer_platanoides_2CN2_B_Blue,900.12725,19.19188,0.021321296516686947
LAK,B,4MO,Acer_platanoides,SP4,Blue,Acer_platanoides_3CN2_B_Blue,686.40144,31.30925,0.04561361351456372
LAK,B,4MO,Acer_platanoides,SP4,Blue,Acer_platanoides_4CN2_B_Blue,387.82396,20.70535,0.05338852710389528
LAK,B,4MO,Acer_platanoides,SP4,Blue,Acer_platanoides_5CN2_B_Blue,898.96856,48.55355,0.05401028707833787
LAK,B,4MO,Acer_platanoides,SP4,Red,Acer_platanoides_1CN2_B_Red,718.20944,44.50793,0.06197068364904811
LAK,B,4MO,Acer_platanoides,SP4,Red,Acer_platanoides_2CN2_B_Red,1106.08586,6.95129,0.006284584453507073
LAK,B,4MO,Acer_platanoides,SP4,Red,Acer_platanoides_3CN2_B_Red,1399.86328,61.6233,0.04402094181654654
LAK,B,4MO,Acer_platanoides,SP4,Red,Acer_platanoides_4CN2_B_Red,863.73982,48.25165,0.05586363958535569
LAK,B,4MO,Acer_platanoides,SP4,Red,Acer_platanoides_5CN2_B_Red,856.60672,27.02887,0.031553418119344194
LAK,B,4MO,Acer_platanoides,SP4,White,Acer_platanoides_1CN2_B_White,1628.03142,93.61324,0.057500880419126064
LAK,B,4MO,Acer_platanoides,SP4,White,Acer_platanoides_2CN2_B_White,1123.13899,32.40807,0.02885490601657414
LAK,B,4MO,Acer_platanoides,SP4,White,Acer_platanoides_3CN2_B_White,1485.76321,117.1696,0.07886155695024916
LAK,B,4MO,Acer_platanoides,SP4,White,Acer_platanoides_4CN2_B_White,443.5613,18.94728,0.04271626041316048
LAK,B,4MO,Acer_platanoides,SP4,White,Acer_platanoides_5CN2_B_White,1314.70298,54.10658,0.04115498391887725
LAK,B,4MO,Acer_pseudoplatanus,SP2,Blue,Acer_pseudoplatanus_1CN2_B_Blue,532.046,26.07648,0.049011701995692096
LAK,B,4MO,Acer_pseudoplatanus,SP2,Blue,Acer_pseudoplatanus_2CN2_B_Blue,770.79524,52.0756,0.06756087388396431
LAK,B,4MO,Acer_pseudoplatanus,SP2,Blue,Acer_pseudoplatanus_3CN2_B_Blue,808.56968,53.34409,0.06597339885413463
LAK,B,4MO,Acer_pseudoplatanus,SP2,Blue,Acer_pseudoplatanus_4CN2_B_Blue,1628.58757,73.75995,0.04529074847353772
LAK,B,4MO,Acer_pseudoplatanus,SP2,Blue,Acer_pseudoplatanus_5CN2_B_Blue,1488.40911,74.25687,0.04989009372564241
LAK,B,4MO,Acer_pseudoplatanus,SP2,Red,Acer_pseudoplatanus_1CN2_B_Red,983.677,29.29046,0.02977650183952659
LAK,B,4MO,Acer_pseudoplatanus,SP2,Red,Acer_pseudoplatanus_2CN2_B_Red,897.23025,44.87474,0.0500147425925508
LAK,B,4MO,Acer_pseudoplatanus,SP2,Red,Acer_pseudoplatanus_3CN2_B_Red,958.94136,49.596360000000004,0.05171990912979288
LAK,B,4MO,Acer_pseudoplatanus,SP2,Red,Acer_pseudoplatanus_4CN2_B_Red,1704.51576,78.39607,0.04599316230434854
LAK,B,4MO,Acer_pseudoplatanus,SP2,Red,Acer_pseudoplatanus_5CN2_B_Red,1869.86338,86.92323999999999,0.04648641228537242
LAK,B,4MO,Acer_pseudoplatanus,SP2,White,Acer_pseudoplatanus_1CN2_B_White,964.11571,29.23148,0.030319472752912614
LAK,B,4MO,Acer_pseudoplatanus,SP2,White,Acer_pseudoplatanus_2CN2_B_White,726.90939,32.95787,0.04533972246527177
LAK,B,4MO,Acer_pseudoplatanus,SP2,White,Acer_pseudoplatanus_3CN2_B_White,761.1399,29.00257,0.03810412514177748
LAK,B,4MO,Acer_pseudoplatanus,SP2,White,Acer_pseudoplatanus_4CN2_B_White,1353.80179,67.01358,0.04950028910805326
LAK,B,4MO,Acer_pseudoplatanus,SP2,White,Acer_pseudoplatanus_5CN2_B_White,1293.26189,88.95834,0.06878602136803089
LAK,B,4MO,Carpinus_betulus,SP6,Blue,Carpinus_betulus_1CN2_B_Blue,219.87689,9.82647,0.044690781282198416
LAK,B,4MO,Carpinus_betulus,SP6,Blue,Carpinus_betulus_2CN2_B_Blue,96.35731,4.7805,0.04961221935315546
LAK,B,4MO,Carpinus_betulus,SP6,Blue,Carpinus_betulus_3CN2_B_Blue,570.51841,24.83317,0.04352737714458679
LAK,B,4MO,Carpinus_betulus,SP6,Blue,Carpinus_betulus_4CN2_B_Blue,278.04234,16.32428,0.058711489768069135
LAK,B,4MO,Carpinus_betulus,SP6,Blue,Carpinus_betulus_5CN2_B_Blue,273.36605,12.32564,0.04508840801555278
LAK,B,4MO,Carpinus_betulus,SP6,Red,Carpinus_betulus_1CN2_B_Red,208.0551,14.37971,0.06911491234773864
LAK,B,4MO,Carpinus_betulus,SP6,Red,Carpinus_betulus_2CN2_B_Red,86.08848,2.85423,0.03315461023356435
LAK,B,4MO,Carpinus_betulus,SP6,Red,Carpinus_betulus_3CN2_B_Red,586.14927,40.53072,0.06914743747782881
LAK,B,4MO,Carpinus_betulus,SP6,Red,Carpinus_betulus_4CN2_B_Red,252.67305,12.274329999999999,0.04857791521493883
LAK,B,4MO,Carpinus_betulus,SP6,Red,Carpinus_betulus_5CN2_B_Red,269.87986,11.42957,0.04235058518260681
LAK,B,4MO,Carpinus_betulus,SP6,White,Carpinus_betulus_1CN2_B_White,158.77022,8.15665,0.051373928939570664
LAK,B,4MO,Carpinus_betulus,SP6,White,Carpinus_betulus_2CN2_B_White,112.27728,3.32743,0.02963582658931531
LAK,B,4MO,Carpinus_betulus,SP6,White,Carpinus_betulus_3CN2_B_White,578.56736,37.30082,0.06447100645290464
LAK,B,4MO,Carpinus_betulus,SP6,White,Carpinus_betulus_4CN2_B_White,255.49638000000002,11.86787,0.04645024716201458
LAK,B,4MO,Carpinus_betulus,SP6,White,Carpinus_betulus_5CN2_B_White,325.68309,16.95127,0.052048357806971195
LAK,B,4MO,Fraxinus_excelsior,SP3,Blue,Fraxinus_excelsior_1CN2_B_Blue,65.72407,3.84525,0.05850596288391757
LAK,B,4MO,Fraxinus_excelsior,SP3,Blue,Fraxinus_excelsior_2CN2_B_Blue,52.07089,1.7156500000000001,0.03294835175661488
LAK,B,4MO,Fraxinus_excelsior,SP3,Blue,Fraxinus_excelsior_3CN2_B_Blue,139.08575,6.75369,0.04855774225612617
LAK,B,4MO,Fraxinus_excelsior,SP3,Blue,Fraxinus_excelsior_4CN2_B_Blue,72.12454,1.93488,0.026826930196019276
LAK,B,4MO,Fraxinus_excelsior,SP3,Blue,Fraxinus_excelsior_5CN2_B_Blue,52.66695,2.74796,0.05217617500159018
LAK,B,4MO,Fraxinus_excelsior,SP3,Red,Fraxinus_excelsior_1CN2_B_Red,64.57529,2.6395399999999998,0.04087538747406322
LAK,B,4MO,Fraxinus_excelsior,SP3,Red,Fraxinus_excelsior_2CN2_B_Red,74.14738,4.1169400000000005,0.05552374203916579
LAK,B,4MO,Fraxinus_excelsior,SP3,Red,Fraxinus_excelsior_3CN2_B_Red,308.17409,16.56823,0.05376256647663014
LAK,B,4MO,Fraxinus_excelsior,SP3,Red,Fraxinus_excelsior_4CN2_B_Red,73.33606,3.72851,0.050841427805093424
LAK,B,4MO,Fraxinus_excelsior,SP3,Red,Fraxinus_excelsior_5CN2_B_Red,77.86251,4.52257,0.05808405097652259
LAK,B,4MO,Fraxinus_excelsior,SP3,White,Fraxinus_excelsior_1CN2_B_White,65.90065,4.24066,0.06434928942279022
LAK,B,4MO,Fraxinus_excelsior,SP3,White,Fraxinus_excelsior_2CN2_B_White,69.80272000000001,4.16697,0.05969638432427848
LAK,B,4MO,Fraxinus_excelsior,SP3,White,Fraxinus_excelsior_3CN2_B_White,152.84423,10.61664,0.06946052199680681
LAK,B,4MO,Fraxinus_excelsior,SP3,White,Fraxinus_excelsior_4CN2_B_White,72.91835,2.5016599999999998,0.034307687982517425
LAK,B,4MO,Fraxinus_excelsior,SP3,White,Fraxinus_excelsior_5CN2_B_White,75.5574,4.19548,0.05552705625127386
LAK,B,4MO,Quercus_robur,SP5,Blue,Quercus_robur_1CN2_B_Blue,263.79456,14.48676,0.05491682618474013
LAK,B,4MO,Quercus_robur,SP5,Blue,Quercus_robur_2CN2_B_Blue,370.22731,26.47261,0.07150366622062537
LAK,B,4MO,Quercus_robur,SP5,Blue,Quercus_robur_3CN2_B_Blue,260.84767999999997,14.261009999999999,0.05467179159883653
LAK,B,4MO,Quercus_robur,SP5,Blue,Quercus_robur_4CN2_B_Blue,352.65585,26.51579,0.07518885621775451
LAK,B,4MO,Quercus_robur,SP5,Blue,Quercus_robur_5CN2_B_Blue,228.17569,13.16708,0.057705884443693366
LAK,B,4MO,Quercus_robur,SP5,Red,Quercus_robur_1CN2_B_Red,247.54454,13.89983,0.05615082441325508
LAK,B,4MO,Quercus_robur,SP5,Red,Quercus_robur_2CN2_B_Red,359.60491,15.45949,0.04299020833725546
LAK,B,4MO,Quercus_robur,SP5,Red,Quercus_robur_3CN2_B_Red,242.74604,4.91579,0.020250752597241135
LAK,B,4MO,Quercus_robur,SP5,Red,Quercus_robur_4CN2_B_Red,370.56089,27.03671,0.07296158534161552
LAK,B,4MO,Quercus_robur,SP5,Red,Quercus_robur_5CN2_B_Red,229.7111,15.99792,0.06964365239642317
LAK,B,4MO,Quercus_robur,SP5,White,Quercus_robur_1CN2_B_White,406.91987,20.71371,0.05090365825586251
LAK,B,4MO,Quercus_robur,SP5,White,Quercus_robur_2CN2_B_White,359.06855,12.95858,0.03608943194830068
LAK,B,4MO,Quercus_robur,SP5,White,Quercus_robur_3CN2_B_White,399.77354,24.7167,0.06182675321633342
LAK,B,4MO,Quercus_robur,SP5,White,Quercus_robur_4CN2_B_White,369.15444,26.31617,0.07128769736590462
LAK,B,4MO,Quercus_robur,SP5,White,Quercus_robur_5CN2_B_White,225.88362,11.45428,0.05070876763883986
LAK,B,4MO,Tilia_cordata,SP1,Blue,Tilia_cordata_1CN2_B_Blue,297.18231000000003,13.249130000000001,0.044582498870810984
LAK,B,4MO,Tilia_cordata,SP1,Blue,Tilia_cordata_2CN2_B_Blue,249.78383,11.09547,0.04442028933578287
LAK,B,4MO,Tilia_cordata,SP1,Blue,Tilia_cordata_3CN2_B_Blue,281.97465,20.90167,0.0741260606228255
LAK,B,4MO,Tilia_cordata,SP1,Blue,Tilia_cordata_4CN2_B_Blue,250.21265,13.72561,0.05485577967380946
LAK,B,4MO,Tilia_cordata,SP1,Blue,Tilia_cordata_5CN2_B_Blue,242.67455999999999,15.088569999999999,0.06217615064389114
LAK,B,4MO,Tilia_cordata,SP1,Red,Tilia_cordata_1CN2_B_Red,701.60452,34.83023,0.04964367960457267
LAK,B,4MO,Tilia_cordata,SP1,Red,Tilia_cordata_2CN2_B_Red,445.8016,21.67857,0.04862829115014392
LAK,B,4MO,Tilia_cordata,SP1,Red,Tilia_cordata_3CN2_B_Red,648.87631,36.7872,0.05669370176266721
LAK,B,4MO,Tilia_cordata,SP1,Red,Tilia_cordata_4CN2_B_Red,444.46682,25.65457,0.057719876592812934
LAK,B,4MO,Tilia_cordata,SP1,Red,Tilia_cordata_5CN2_B_Red,431.47688,23.0606,0.05344573734750284
LAK,B,4MO,Tilia_cordata,SP1,White,Tilia_cordata_1CN2_B_White,629.58016,24.57303,0.03903082015799227
LAK,B,4MO,Tilia_cordata,SP1,White,Tilia_cordata_2CN2_B_White,306.60164000000003,9.75362,0.03181202814179337
LAK,B,4MO,Tilia_cordata,SP1,White,Tilia_cordata_3CN2_B_White,656.51258,45.07112,0.06865233260267457
LAK,B,4MO,Tilia_cordata,SP1,White,Tilia_cordata_4CN2_B_White,308.07827,18.35521,0.05957969706854041
LAK,B,4MO,Tilia_cordata,SP1,White,Tilia_cordata_5CN2_B_White,388.64839,18.16729,0.04674479675575139
LAK,B,4MO,Ulmus_glabra,SP7,Blue,Ulmus_glabra_1CN2_B_Blue,178.27524,7.37594,0.04137388904931498
LAK,B,4MO,Ulmus_glabra,SP7,Blue,Ulmus_glabra_2CN2_B_Blue,289.32504,16.79553,0.05805073076288177
LAK,B,4MO,Ulmus_glabra,SP7,Blue,Ulmus_glabra_3CN2_B_Blue,204.07413,13.10634,0.06422342704584849
LAK,B,4MO,Ulmus_glabra,SP7,Blue,Ulmus_glabra_4CN2_B_Blue,282.06352,13.47359,0.04776792830210727
LAK,B,4MO,Ulmus_glabra,SP7,Blue,Ulmus_glabra_5CN2_B_Blue,172.4788,11.45641,0.06642213419852179
LAK,B,4MO,Ulmus_glabra,SP7,Red,Ulmus_glabra_1CN2_B_Red,169.57096,5.80624,0.03424076858443214
LAK,B,4MO,Ulmus_glabra,SP7,Red,Ulmus_glabra_2CN2_B_Red,316.50017,13.22372,0.0417810834035255
LAK,B,4MO,Ulmus_glabra,SP7,Red,Ulmus_glabra_3CN2_B_Red,223.71704,10.86887,0.04858311195249141
LAK,B,4MO,Ulmus_glabra,SP7,Red,Ulmus_glabra_4CN2_B_Red,239.94985,12.00337,0.05002449470170538
LAK,B,4MO,Ulmus_glabra,SP7,Red,Ulmus_glabra_5CN2_B_Red,150.82692,6.14517,0.040743190937002495
LAK,B,4MO,Ulmus_glabra,SP7,White,Ulmus_glabra_1CN2_B_White,237.96698,8.43921,0.03546378577397587
LAK,B,4MO,Ulmus_glabra,SP7,White,Ulmus_glabra_2CN2_B_White,270.13186,14.818909999999999,0.05485806080038096
LAK,B,4MO,Ulmus_glabra,SP7,White,Ulmus_glabra_3CN2_B_White,243.76945,7.43456,0.030498325364396565
LAK,B,4MO,Ulmus_glabra,SP7,White,Ulmus_glabra_4CN2_B_White,255.80553,14.348139999999999,0.05609003057908873
LAK,B,4MO,Ulmus_glabra,SP7,White,Ulmus_glabra_5CN2_B_White,235.17344,16.77802,0.07134317548784422
LAK,C,4MO,Acer_platanoides,SP4,Blue,Acer_platanoides_1CN2_C_Blue,159.30307,0,0
LAK,C,4MO,Acer_platanoides,SP4,Blue,Acer_platanoides_2CN2_C_Blue,953.04714,0.79636,8.355935048501377e-4
LAK,C,4MO,Acer_platanoides,SP4,Blue,Acer_platanoides_3CN2_C_Blue,990.15554,0.50283,5.078293052826831e-4
LAK,C,4MO,Acer_platanoides,SP4,Blue,Acer_platanoides_4CN2_C_Blue,672.09826,0,0
